Id,MSSubClass,Neighborhood,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,KitchenQual,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SaleType,SaleCondition,SalePrice
1218,90,Sawyer,5,1977,1977,Plywood,Plywood,None,TA,CBlock,Gd,No,GLQ,1361,Ex,1361,2620,TA,TA,BuiltIn,1977.0,RFn,2,600,WD,Normal,190000
1219,90,NAmes,5,1962,1962,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,TA,Av,ALQ,1106,TA,1190,1190,TA,NoFireplace,Attchd,1962.0,Unf,2,540,WD,Normal,132500
1220,90,NAmes,4,1962,1962,HdBoard,HdBoard,None,TA,Slab,NoBsmt,NoBsmt,NoBsmt,0,TA,1224,1224,TA,NoFireplace,CarPort,1962.0,Unf,2,462,WD,Normal,101800
1221,20,NAmes,5,1959,1959,Plywood,Plywood,BrkFace,TA,CBlock,TA,No,Rec,1188,Fa,1188,1188,TA,NoFireplace,Attchd,1959.0,RFn,2,531,COD,Abnorml,142000
1222,70,SWISU,5,1911,1950,MetalSd,MetalSd,None,TA,PConc,TA,Av,Unf,940,TA,1024,1964,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Abnorml,130000
1223,70,Crawfor,5,1914,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,Gd,Mn,Unf,747,Gd,892,1784,TA,NoFireplace,Detchd,1914.0,Unf,1,180,WD,Normal,138887
1224,160,NridgHt,7,2003,2003,VinylSd,Wd Shng,Stone,Gd,PConc,Gd,No,Unf,764,Ex,764,1626,Gd,NoFireplace,BuiltIn,2003.0,RFn,2,474,WD,Normal,175500
1225,60,CollgCr,7,2004,2005,VinylSd,VinylSd,None,Gd,PConc,Gd,No,Unf,847,Ex,847,1948,Gd,Gd,BuiltIn,2004.0,Fin,2,434,WD,Normal,195000
1226,20,SawyerW,6,2005,2005,VinylSd,VinylSd,None,Gd,PConc,Gd,No,Unf,1141,Ex,1141,1141,TA,NoFireplace,Detchd,2005.0,Unf,2,484,WD,Abnorml,142500
1227,20,Timber,8,2006,2006,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Av,GLQ,1476,Ex,1484,1484,Ex,Gd,Attchd,2006.0,RFn,2,472,WD,Normal,265900
1228,60,CollgCr,7,2003,2003,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,GLQ,884,Ex,884,1768,Gd,NoFireplace,Attchd,2003.0,RFn,2,543,WD,Normal,224900
1229,20,Somerst,7,2007,2007,VinylSd,VinylSd,Stone,Gd,PConc,Gd,Av,Unf,1689,Ex,1689,1689,Gd,NoFireplace,Attchd,2007.0,RFn,3,954,New,Partial,248328
1230,85,NWAmes,7,1974,1974,Plywood,Plywood,BrkFace,TA,CBlock,Gd,Gd,GLQ,1053,TA,1173,1173,Gd,TA,Attchd,1974.0,RFn,2,528,WD,Family,170000
1231,20,NridgHt,10,2006,2006,VinylSd,VinylSd,,Ex,PConc,Ex,Gd,GLQ,2076,Ex,2076,2076,Ex,Gd,Attchd,2006.0,Fin,3,850,New,Partial,465000
1232,70,Crawfor,8,1929,1950,BrkFace,Stucco,None,TA,PConc,Gd,No,Unf,792,Fa,792,1517,Gd,Gd,Detchd,1931.0,Unf,2,400,WD,Normal,230000
1233,80,NWAmes,6,1984,2003,VinylSd,VinylSd,BrkFace,TA,CBlock,Gd,No,Unf,585,Ex,1140,1868,TA,TA,BuiltIn,1984.0,Fin,2,477,WD,Abnorml,178000
1234,60,Somerst,7,2005,2006,VinylSd,VinylSd,None,Gd,PConc,Gd,No,Unf,756,Ex,756,1553,Gd,NoFireplace,Attchd,2005.0,RFn,2,615,New,Partial,186500
1235,80,Mitchel,6,1976,1976,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,Av,GLQ,1012,TA,1034,1034,TA,NoFireplace,Attchd,1976.0,Unf,3,888,WD,Normal,169900
1236,75,OldTown,6,1917,1950,AsbShng,AsbShng,None,TA,BrkTil,Gd,No,Rec,735,Fa,1134,2058,TA,Gd,Detchd,1950.0,Unf,2,396,WD,Normal,129500
1237,20,NAmes,5,1950,1950,MetalSd,MetalSd,None,TA,CBlock,TA,No,BLQ,876,TA,988,988,TA,NoFireplace,Attchd,1950.0,Unf,1,276,WD,Normal,119000
1238,20,NAmes,7,1968,1968,BrkFace,BrkFace,None,Gd,CBlock,TA,No,ALQ,2110,Ex,2110,2110,Ex,TA,Attchd,1968.0,Fin,2,522,WD,Normal,244000
1239,120,NridgHt,7,2003,2003,VinylSd,Wd Shng,Stone,Gd,PConc,Gd,No,Unf,1405,Ex,1405,1405,Gd,Gd,Attchd,2003.0,RFn,2,478,WD,Normal,171750
1240,20,Mitchel,5,1968,1968,HdBoard,HdBoard,None,TA,CBlock,TA,No,BLQ,864,TA,874,874,TA,NoFireplace,Attchd,1968.0,RFn,1,288,WD,Normal,130000
1241,60,Veenker,7,1974,2003,Wd Sdng,Wd Sdng,None,Gd,CBlock,TA,Gd,LwQ,1192,TA,1516,2167,Gd,Gd,Attchd,1974.0,RFn,2,518,WD,Normal,294000
1242,60,Edwards,7,2003,2004,VinylSd,VinylSd,Stone,Gd,PConc,Gd,No,Unf,746,Ex,760,1656,Gd,Gd,BuiltIn,2003.0,Fin,2,397,WD,Normal,165400
1243,50,BrkSide,6,1931,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,No,LwQ,884,TA,959,1367,TA,Gd,Detchd,1978.0,Unf,1,560,WD,Normal,127500
1244,20,NoRidge,8,1994,1994,HdBoard,HdBoard,BrkFace,Gd,PConc,Gd,Gd,GLQ,1986,Ex,1987,1987,Gd,TA,Attchd,1994.0,Fin,2,691,WD,Normal,301500
1245,30,Edwards,5,1922,1950,Wd Sdng,Wd Sdng,None,TA,PConc,Fa,No,Unf,864,Ex,864,864,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,99900
1246,80,Gilbert,7,2005,2005,VinylSd,VinylSd,Stone,Gd,PConc,Gd,Gd,GLQ,856,Ex,1166,1166,Gd,NoFireplace,Attchd,2005.0,Fin,2,400,WD,Normal,190000
1247,20,NAmes,6,1969,1969,HdBoard,HdBoard,None,TA,CBlock,Gd,No,ALQ,1054,Gd,1054,1054,TA,NoFireplace,Attchd,1969.0,Unf,2,460,WD,Normal,151000
1248,60,Gilbert,6,1999,1999,VinylSd,VinylSd,None,TA,PConc,Gd,No,Unf,841,Ex,892,1675,TA,TA,BuiltIn,1999.0,Fin,2,502,WD,Normal,181000
1249,20,NAmes,5,1956,1956,MetalSd,MetalSd,None,TA,CBlock,TA,No,Rec,1050,Gd,1050,1050,TA,NoFireplace,Attchd,1956.0,Unf,1,338,WD,Normal,128900
1250,50,ClearCr,4,1957,1989,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,Av,Unf,1104,Ex,1104,1788,TA,TA,Attchd,1957.0,Unf,1,304,WD,Normal,161500
1251,70,BrkSide,6,1919,1950,Wd Sdng,Wd Sdng,None,TA,PConc,TA,No,Unf,764,Ex,1060,1824,TA,Gd,Detchd,1940.0,Unf,2,520,WD,Normal,180500
1252,120,NAmes,6,1998,1999,MetalSd,MetalSd,None,Gd,PConc,Gd,No,GLQ,1405,Ex,1337,1337,Gd,NoFireplace,Attchd,1998.0,Fin,2,511,COD,Abnorml,181000
1253,160,Somerst,7,1999,1999,MetalSd,MetalSd,BrkFace,Gd,PConc,Gd,No,GLQ,691,Ex,713,1452,Gd,NoFireplace,Detchd,1999.0,Unf,2,506,WD,Normal,183900
1254,190,OldTown,7,1910,1950,Wd Sdng,Wd Sdng,None,Fa,CBlock,TA,No,Unf,925,TA,964,1889,TA,Gd,Detchd,1960.0,Unf,1,308,WD,Normal,122000
1255,20,Timber,9,2008,2009,Stucco,CmentBd,None,Ex,PConc,Ex,Gd,Unf,2002,Ex,2018,2018,Ex,Gd,Attchd,2009.0,Fin,3,746,WD,Normal,378500
1256,50,Crawfor,8,1935,1997,Stucco,Stucco,BrkFace,TA,CBlock,TA,Mn,Rec,728,Ex,1968,3447,Gd,Gd,BuiltIn,1982.0,Unf,3,1014,WD,Normal,381000
1257,50,NAmes,5,1958,1958,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,No,BLQ,874,TA,874,1524,TA,NoFireplace,Attchd,1958.0,Unf,1,315,WD,Normal,144000
1258,40,ClearCr,7,1979,1979,Plywood,Plywood,None,Gd,PConc,Gd,Gd,GLQ,1332,TA,1332,1524,Gd,TA,Attchd,1979.0,Fin,2,586,WD,Normal,260000
1259,20,NWAmes,6,1968,1968,BrkFace,BrkFace,None,TA,CBlock,TA,No,Unf,1489,Gd,1489,1489,Gd,Gd,Attchd,1968.0,RFn,2,462,WD,Normal,185750
1260,20,Sawyer,5,1965,1965,HdBoard,Plywood,BrkFace,TA,CBlock,TA,No,BLQ,935,TA,935,935,TA,NoFireplace,Attchd,1965.0,Unf,1,288,WD,Normal,137000
1261,80,Edwards,6,1959,2006,Plywood,Plywood,BrkFace,TA,CBlock,TA,Av,ALQ,1019,Gd,1357,1357,Ex,Gd,Basment,1959.0,RFn,1,312,WD,Normal,177000
1262,50,Crawfor,5,1910,2003,Wd Sdng,Wd Shng,None,TA,PConc,TA,No,Unf,661,Ex,661,1250,TA,Gd,Detchd,1985.0,Unf,2,552,WD,Normal,139000
1263,90,NAmes,5,1948,1950,AsbShng,AsbShng,Stone,TA,CBlock,TA,No,Rec,928,Gd,928,1920,TA,NoFireplace,Detchd,1948.0,Unf,2,400,WD,Normal,137000
1264,60,NWAmes,6,1972,1972,HdBoard,Plywood,None,TA,CBlock,TA,No,BLQ,723,TA,735,1395,TA,TA,Attchd,1972.0,Unf,2,497,WD,Normal,162000
1265,80,NWAmes,6,1967,1976,HdBoard,HdBoard,BrkFace,TA,CBlock,Gd,Av,ALQ,1680,Fa,1724,1724,TA,Gd,Attchd,1967.0,RFn,2,480,WD,Normal,197900
1266,60,CollgCr,8,2002,2002,VinylSd,VinylSd,,Gd,PConc,Gd,No,GLQ,1128,Ex,1128,2031,Gd,Gd,Attchd,2002.0,RFn,2,577,WD,Normal,237000
1267,50,IDOTRR,4,1920,1950,MetalSd,MetalSd,None,TA,CBlock,TA,No,Unf,698,TA,698,1128,TA,NoFireplace,Detchd,1980.0,RFn,2,528,COD,Abnorml,68400
1268,20,CollgCr,7,2002,2002,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,GLQ,1573,Ex,1573,1573,Gd,NoFireplace,Attchd,2002.0,RFn,2,544,WD,Normal,227000
1269,20,Timber,7,1990,1990,HdBoard,HdBoard,BrkFace,TA,CBlock,Gd,No,ALQ,1309,TA,1339,1339,TA,TA,Attchd,1990.0,Fin,2,484,WD,Normal,180000
1270,20,CollgCr,5,1977,2008,HdBoard,HdBoard,None,TA,CBlock,Gd,Mn,LwQ,1040,TA,1040,1040,Gd,NoFireplace,Detchd,1977.0,Unf,2,484,WD,Normal,150500
1271,90,Mitchel,6,1971,1971,MetalSd,Wd Shng,None,TA,CBlock,TA,Av,Unf,912,TA,912,1824,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,139000
1272,50,SWISU,6,1919,1990,Wd Sdng,Wd Shng,None,TA,PConc,TA,No,Unf,804,Ex,1699,2447,Gd,Gd,Detchd,1969.0,Unf,1,336,WD,Normal,169000
1273,50,BrkSide,6,1939,1950,MetalSd,MetalSd,None,TA,CBlock,TA,No,Unf,780,Ex,825,1412,TA,Gd,Detchd,1939.0,Unf,1,280,WD,Normal,132500
1274,20,NWAmes,6,1963,1963,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,No,ALQ,1328,TA,1328,1328,TA,Gd,Attchd,1963.0,Unf,2,528,WD,Normal,143000
1275,20,ClearCr,5,1964,1964,Wd Sdng,Wd Sdng,BrkCmn,TA,CBlock,TA,Av,Rec,1624,Fa,1582,1582,TA,NoFireplace,Attchd,1964.0,Unf,2,390,WD,Normal,190000
1276,120,StoneBr,8,2000,2000,CemntBd,CmentBd,None,Gd,PConc,Gd,No,GLQ,1501,Ex,1659,1659,Ex,Ex,Attchd,2000.0,Fin,2,499,WD,Normal,278000
1277,60,NridgHt,8,2006,2006,VinylSd,VinylSd,Stone,Gd,PConc,Gd,Mn,Unf,1085,Ex,1120,1970,Ex,Gd,BuiltIn,2006.0,Fin,3,753,New,Partial,281000
1278,80,NAmes,5,1964,1964,Wd Sdng,HdBoard,BrkFace,TA,PConc,TA,Av,GLQ,1152,TA,1152,1152,TA,Gd,Attchd,1964.0,RFn,2,484,WD,Normal,180500
1279,160,BrDale,5,1972,1972,CemntBd,CmentBd,BrkFace,TA,CBlock,TA,No,ALQ,630,TA,630,1302,TA,NoFireplace,Detchd,1972.0,Unf,1,264,WD,Normal,119500
1280,70,OldTown,5,1892,1965,Wd Sdng,Wd Sdng,None,TA,Stone,TA,No,Unf,994,TA,1378,2372,TA,NoFireplace,Attchd,1985.0,RFn,1,432,WD,Normal,107500
1281,60,NWAmes,7,1976,1976,HdBoard,HdBoard,None,TA,PConc,Gd,No,GLQ,832,TA,832,1664,TA,TA,Attchd,1976.0,RFn,2,528,WD,Normal,162900
1282,20,Edwards,5,1955,1990,WdShing,Plywood,None,TA,CBlock,TA,No,Rec,864,TA,864,864,TA,NoFireplace,Detchd,1957.0,Unf,2,572,WD,Normal,115000
1283,20,NAmes,5,1968,1968,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,Av,BLQ,1052,Gd,1052,1052,TA,NoFireplace,Attchd,1968.0,RFn,1,288,WD,Normal,138500
1284,20,NAmes,5,1963,1963,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,Mn,ALQ,1120,Gd,1128,1128,TA,NoFireplace,Attchd,1963.0,RFn,2,525,WD,Normal,155000
1285,180,Edwards,6,2005,2006,VinylSd,VinylSd,BrkFace,TA,PConc,Gd,Gd,GLQ,547,Gd,1072,1072,TA,NoFireplace,Basment,2005.0,Fin,2,525,New,Partial,140000
1286,20,NAmes,5,1959,1994,BrkFace,BrkFace,None,TA,CBlock,TA,No,LwQ,1246,Ex,1246,1246,Gd,NoFireplace,Attchd,1959.0,RFn,1,305,WD,Normal,154000
1287,60,Gilbert,7,1999,1999,VinylSd,VinylSd,None,Gd,PConc,Gd,No,GLQ,978,Ex,1005,1983,Gd,TA,Attchd,1999.0,Fin,2,490,WD,Normal,225000
1288,70,Crawfor,6,1942,1950,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,No,BLQ,771,Fa,753,1494,Gd,Gd,Attchd,1942.0,Unf,1,213,WD,Normal,177500
1289,60,NoRidge,8,1994,1994,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,GLQ,1165,Ex,1203,2526,Gd,TA,Attchd,1994.0,RFn,3,844,WD,Normal,290000
1290,20,Somerst,7,2005,2005,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Av,Unf,1616,Ex,1616,1616,Gd,NoFireplace,Attchd,2005.0,RFn,3,834,WD,Normal,232000
1291,160,Edwards,7,2004,2004,VinylSd,VinylSd,Stone,Gd,PConc,Gd,No,Unf,976,Ex,976,1708,Gd,NoFireplace,Detchd,2004.0,Unf,2,380,WD,Normal,130000
1292,20,NridgHt,9,2006,2007,VinylSd,VinylSd,Stone,Gd,PConc,Ex,No,GLQ,1652,Ex,1652,1652,Ex,Ex,Attchd,2006.0,Fin,2,840,WD,Normal,325000
1293,120,NridgHt,7,2005,2006,VinylSd,VinylSd,Stone,Gd,PConc,Gd,No,Unf,1368,Ex,1368,1368,Gd,Gd,Attchd,2005.0,RFn,2,474,New,Partial,202500
1294,20,CollgCr,5,1994,1995,VinylSd,VinylSd,None,TA,PConc,Gd,No,ALQ,990,Ex,990,990,TA,NoFireplace,Detchd,2000.0,Unf,2,480,WD,Normal,138000
1295,20,OldTown,5,1948,2005,MetalSd,MetalSd,None,TA,CBlock,TA,No,GLQ,924,Ex,1122,1122,Gd,NoFireplace,Attchd,1948.0,Unf,2,528,WD,Normal,147000
1296,20,SawyerW,6,1991,1991,HdBoard,HdBoard,BrkFace,TA,CBlock,Gd,No,GLQ,1278,Gd,1294,1294,Gd,NoFireplace,Attchd,1991.0,RFn,2,496,WD,Normal,179200
1297,20,Crawfor,7,1959,2002,BrkFace,HdBoard,None,Gd,PConc,Gd,Av,GLQ,1902,TA,1902,1902,Ex,TA,Attchd,1959.0,Fin,2,567,WD,Normal,335000
1298,20,CollgCr,7,2005,2007,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,GLQ,1274,Ex,1274,1274,Gd,NoFireplace,Attchd,2005.0,RFn,2,508,New,Partial,203000
1299,60,NoRidge,8,1990,1990,Wd Sdng,Wd Sdng,BrkFace,Gd,PConc,Ex,No,GLQ,1453,Ex,1453,2810,Gd,Ex,Attchd,1990.0,RFn,2,750,WD,Normal,302000
1300,60,NoRidge,9,1999,1999,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,Unf,1393,Ex,1422,2599,Gd,TA,BuiltIn,1999.0,Fin,3,779,WD,Normal,333168
1301,20,Edwards,4,1954,1954,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,No,Rec,948,Ex,948,948,TA,TA,Detchd,1956.0,Unf,1,280,WD,Normal,119000
1302,60,NAmes,6,1969,1969,HdBoard,HdBoard,None,TA,CBlock,Fa,Mn,ALQ,952,TA,1092,2112,TA,Gd,Attchd,1969.0,Unf,2,576,WD,Normal,206900
1303,20,CollgCr,8,2008,2008,VinylSd,VinylSd,Stone,Gd,PConc,Ex,Gd,Unf,1622,Ex,1630,1630,Ex,Gd,Attchd,2008.0,RFn,3,860,WD,Normal,295493
1304,120,Somerst,7,2006,2007,VinylSd,VinylSd,None,Gd,PConc,Ex,No,Unf,1352,Ex,1352,1352,Gd,Gd,Attchd,2006.0,RFn,2,466,New,Partial,208900
1305,20,CollgCr,8,2001,2002,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Gd,Unf,1753,Ex,1787,1787,Gd,TA,Attchd,2001.0,RFn,3,748,WD,Normal,275000
1306,20,Edwards,4,1954,1954,Wd Sdng,Wd Sdng,BrkFace,TA,PConc,TA,No,ALQ,864,Ex,948,948,TA,NoFireplace,Attchd,1954.0,Unf,1,248,WD,Normal,111000
1307,20,NAmes,6,1957,1957,BrkFace,BrkFace,None,TA,CBlock,TA,No,ALQ,1478,Gd,1478,1478,TA,Gd,Attchd,1957.0,RFn,2,442,WD,Normal,156500
1308,20,BrkSide,3,1949,1950,VinylSd,VinylSd,None,TA,CBlock,NoBsmt,NoBsmt,NoBsmt,0,TA,720,720,TA,NoFireplace,Detchd,1955.0,Unf,1,287,WD,Normal,72500
1309,60,NoRidge,7,1992,1992,HdBoard,HdBoard,None,Gd,PConc,Gd,No,GLQ,750,Ex,1061,1923,Gd,TA,Attchd,1992.0,RFn,2,564,WD,Normal,190000
1310,30,BrkSide,4,1940,1950,VinylSd,VinylSd,None,Fa,CBlock,TA,No,LwQ,420,Gd,708,708,Fa,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,82500
1311,20,Somerst,8,2006,2007,VinylSd,VinylSd,BrkFace,Gd,PConc,Ex,Av,Unf,1795,Ex,1795,1795,Gd,Gd,Attchd,2007.0,RFn,3,895,New,Partial,147000
1312,30,IDOTRR,4,1922,1950,AsbShng,AsbShng,None,TA,BrkTil,TA,No,Unf,796,Fa,796,796,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,55000
1313,30,Edwards,3,1931,2006,MetalSd,MetalSd,None,TA,BrkTil,TA,No,Rec,544,Ex,774,774,Gd,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,79000
1314,20,Mitchel,5,1982,2008,VinylSd,VinylSd,None,Gd,CBlock,TA,No,ALQ,816,Ex,816,816,Gd,Ex,Attchd,1982.0,Unf,1,264,WD,Normal,130500
1315,50,OldTown,6,1920,1950,BrkFace,Wd Sdng,None,Gd,BrkTil,Gd,No,LwQ,1510,Ex,1584,2792,TA,TA,Detchd,1920.0,Unf,2,520,WD,Normal,256000
1316,60,Gilbert,7,1998,1998,VinylSd,VinylSd,None,TA,PConc,Gd,No,Unf,935,Gd,955,1632,TA,TA,Attchd,1998.0,Fin,2,462,WD,Normal,176500
1317,20,Somerst,8,2006,2006,VinylSd,VinylSd,Stone,Gd,PConc,Gd,Av,Unf,1588,Ex,1588,1588,Gd,Gd,Attchd,2006.0,RFn,3,825,WD,Normal,227000
1318,80,CollgCr,5,1976,1976,MetalSd,MetalSd,None,TA,CBlock,TA,Av,ALQ,911,Gd,954,954,TA,NoFireplace,Detchd,1976.0,Unf,2,576,WD,Normal,132500
1319,20,Edwards,4,1938,1958,MetalSd,MetalSd,None,TA,CBlock,TA,Mn,ALQ,816,Ex,816,816,TA,Gd,Detchd,1958.0,Unf,1,288,WD,Normal,100000
1320,50,IDOTRR,5,1938,1995,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,No,Unf,803,Ex,803,1360,Gd,NoFireplace,Detchd,1951.0,Unf,1,297,WD,Normal,125500
1321,160,BrDale,5,1970,1970,HdBoard,HdBoard,None,TA,CBlock,TA,No,LwQ,765,TA,765,1365,TA,NoFireplace,Attchd,1970.0,Unf,2,440,WD,Normal,125000
1322,20,NWAmes,6,1977,1977,Plywood,Plywood,BrkFace,TA,CBlock,Gd,No,ALQ,1350,TA,1334,1334,TA,TA,Attchd,1977.0,RFn,2,630,WD,Normal,167900
1323,90,NWAmes,5,1973,1973,Plywood,Plywood,BrkFace,TA,CBlock,TA,No,Unf,1656,TA,1656,1656,TA,NoFireplace,Detchd,1973.0,Unf,2,506,WD,Normal,135000
1324,30,OldTown,4,1941,1950,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,No,Unf,693,Fa,693,693,Fa,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,52500
1325,60,CollgCr,7,2002,2002,VinylSd,VinylSd,None,Gd,PConc,Gd,No,GLQ,916,Ex,920,1861,Gd,NoFireplace,BuiltIn,2002.0,RFn,2,492,WD,Normal,200000
1326,20,CollgCr,5,1972,1972,MetalSd,MetalSd,None,TA,CBlock,TA,Mn,Rec,864,Ex,864,864,TA,NoFireplace,Attchd,1972.0,RFn,1,288,WD,Normal,128500
1327,20,NAmes,4,1971,1971,MetalSd,MetalSd,None,TA,CBlock,TA,No,Unf,858,TA,872,872,TA,NoFireplace,Detchd,1974.0,Unf,4,480,WD,Normal,123000
1328,20,SawyerW,6,2003,2004,VinylSd,VinylSd,None,TA,PConc,Gd,No,GLQ,1114,Ex,1114,1114,Gd,NoFireplace,Detchd,2004.0,Unf,2,576,WD,Normal,155000
1329,60,CollgCr,8,2002,2002,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,Unf,1284,Ex,1284,2169,Gd,Gd,Attchd,2002.0,RFn,2,647,WD,Normal,228500
1330,50,Crawfor,6,1928,1950,BrkFace,Stone,None,TA,BrkTil,TA,No,Unf,896,Gd,1172,1913,TA,TA,Detchd,1929.0,Unf,2,342,WD,Normal,177000
1331,60,CollgCr,7,2006,2006,VinylSd,VinylSd,None,Gd,PConc,Gd,No,Unf,728,Ex,728,1456,Gd,TA,Attchd,2006.0,Fin,2,440,New,Partial,155835
1332,30,OldTown,4,1920,1950,MetalSd,MetalSd,None,TA,PConc,TA,No,ALQ,960,Gd,960,960,Fa,NoFireplace,Detchd,1997.0,Unf,1,308,WD,Normal,108500
1333,20,NWAmes,7,1968,2003,BrkFace,HdBoard,None,TA,CBlock,TA,No,BLQ,1568,TA,2156,2156,TA,Gd,Attchd,1968.0,RFn,2,508,WD,Normal,262500
1334,20,Timber,8,2006,2007,VinylSd,VinylSd,Stone,Gd,PConc,Ex,Gd,GLQ,1732,Ex,1776,1776,Gd,Gd,Attchd,2006.0,Fin,3,712,New,Partial,283463
1335,20,SawyerW,7,1998,1998,VinylSd,VinylSd,None,Gd,PConc,Gd,Gd,GLQ,1482,Ex,1494,1494,Gd,Fa,Attchd,1998.0,RFn,2,514,WD,Normal,215000
1336,70,OldTown,8,1872,1987,MetalSd,MetalSd,None,TA,BrkTil,TA,No,LwQ,684,Fa,938,2358,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,122000
1337,90,NAmes,5,1969,1969,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,No,LwQ,1248,TA,1338,2634,TA,NoFireplace,Detchd,1969.0,Unf,4,968,WD,Normal,200000
1338,60,NAmes,6,1962,1962,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,No,Rec,858,Ex,858,1716,TA,Gd,Attchd,1962.0,Fin,2,490,WD,Normal,171000
1339,50,BrkSide,6,1937,2000,MetalSd,MetalSd,None,Gd,BrkTil,TA,No,Unf,698,TA,786,1176,TA,NoFireplace,Detchd,1999.0,Unf,2,624,WD,Normal,134900
1340,50,NoRidge,8,1995,1996,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Av,GLQ,2033,Ex,2053,3238,Gd,Ex,Attchd,1996.0,Fin,3,666,WD,Normal,410000
1341,60,CollgCr,7,2000,2000,VinylSd,VinylSd,None,Gd,PConc,Gd,No,GLQ,992,Ex,992,1865,Gd,TA,Attchd,2000.0,RFn,3,839,WD,Normal,235000
1342,80,NWAmes,7,1968,1992,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,No,Unf,570,Gd,1222,1920,Gd,TA,Attchd,1968.0,RFn,2,487,WD,Normal,170000
1343,20,NAmes,5,1966,1966,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,No,Rec,864,TA,892,892,TA,NoFireplace,Attchd,1966.0,RFn,1,264,WD,Normal,110000
1344,20,NAmes,5,1971,2008,VinylSd,VinylSd,None,TA,CBlock,TA,No,GLQ,1078,Ex,1078,1078,TA,Fa,Attchd,1971.0,Fin,2,500,WD,Normal,149900
1345,160,Somerst,6,2000,2000,MetalSd,MetalSd,BrkFace,Gd,PConc,Gd,No,GLQ,756,Ex,769,1573,Gd,NoFireplace,Detchd,2000.0,Unf,2,440,WD,Normal,177500
1346,20,NridgHt,9,2004,2005,VinylSd,VinylSd,BrkFace,Gd,PConc,Ex,Av,GLQ,1980,Ex,1980,1980,Ex,Gd,Attchd,2004.0,Fin,3,770,WD,Normal,315000
1347,70,SWISU,5,1921,1998,MetalSd,Wd Sdng,None,TA,BrkTil,TA,No,Unf,612,Ex,990,2601,TA,NoFireplace,BuiltIn,1998.0,RFn,2,621,WD,Normal,189000
1348,20,StoneBr,7,2005,2005,VinylSd,VinylSd,Stone,Gd,PConc,Ex,Av,ALQ,1530,Ex,1530,1530,Gd,Gd,Attchd,2005.0,Fin,2,430,WD,Normal,260000
1349,50,NAmes,4,1920,2007,VinylSd,VinylSd,None,TA,BrkTil,TA,No,Unf,715,Gd,1281,1738,TA,Gd,Attchd,1920.0,Unf,1,368,WD,Normal,104900
1350,60,Gilbert,6,2006,2007,VinylSd,VinylSd,None,TA,PConc,Gd,No,Unf,616,Ex,616,1412,Gd,Gd,BuiltIn,2007.0,Fin,2,432,New,Partial,156932
1351,160,Somerst,7,2005,2005,MetalSd,MetalSd,None,Gd,PConc,Gd,No,Unf,600,Ex,520,1200,Gd,NoFireplace,Detchd,2005.0,RFn,2,480,WD,Abnorml,144152
1352,60,Somerst,7,2000,2000,VinylSd,VinylSd,None,Gd,PConc,Gd,No,GLQ,814,Ex,814,1674,Gd,NoFireplace,Attchd,2000.0,RFn,2,663,WD,Normal,216000
